iter	Logloss
144	0.1541190531
145	0.1539726579
146	0.153904427
147	0.1538296091
148	0.1537551673
149	0.1536605308
150	0.1535357903
151	0.1534755893
152	0.1533791884
153	0.1532706439
154	0.1532453942
155	0.1532164368
156	0.1531439729
157	0.1530445658
158	0.1527056716
159	0.1526103522
160	0.1523491968
161	0.1522941076
162	0.1522595801
163	0.1521887947
164	0.1521106737
165	0.1519931336
166	0.1519360394
167	0.1518791417
168	0.1518017481
169	0.1517187152
170	0.1516610901
171	0.1515953424
172	0.151515045
173	0.1514156602
174	0.1513616847
175	0.1512954529
176	0.1512378775
177	0.1511540915
178	0.151100384
179	0.1509935156
180	0.150922118
181	0.1508727169
182	0.1507409245
183	0.1506791768
184	0.1505610813
185	0.1504489132
186	0.1503675319
187	0.1503349794
188	0.1502788693
189	0.1502057455
190	0.1501678051
191	0.1500907761
192	0.1499906258
193	0.1499363595
194	0.1499022666
195	0.149855919
196	0.1497293204
197	0.1496773865
198	0.1496340417
199	0.1495997795
200	0.1495220785
201	0.1493919157
202	0.1493291535
203	0.1492957954
204	0.1491981005
205	0.1491452398
206	0.1490926452
207	0.1490327736
208	0.1490044485
209	0.1489596956
210	0.1489486008
211	0.1488754674
212	0.1488429613
213	0.1487878045
214	0.14875484
215	0.1487270137
216	0.148668701
217	0.1485755173
218	0.1485285247
219	0.1484556389
220	0.1484061774
221	0.1483526077
222	0.1482977294
223	0.1482334003
224	0.1481758711
225	0.1480884196
226	0.1480331778
227	0.1480089168
228	0.147966836
229	0.1479085462
230	0.1478759863
231	0.1478192088
232	0.1478016238
233	0.1477590277
234	0.1477365828
235	0.1477014893
236	0.1476157884
237	0.1475919218
238	0.1475347888
239	0.1474688867
240	0.1474350909
241	0.1473836555
242	0.1473123334
243	0.1472936832
244	0.1472436035
245	0.1471908124
246	0.1471685852
247	0.1471289882
248	0.1470832434
249	0.1470646948
250	0.1470225811
251	0.1470093266
252	0.1469782893
253	0.1469562529
254	0.1469178912
255	0.1468699389
256	0.1468310033
257	0.14677896
258	0.1467251244
259	0.1466682731
260	0.1466235461
261	0.1465830585
262	0.1465548398
263	0.1464363192
264	0.1464050105
265	0.1463756053
266	0.1463335743
267	0.1463028687
268	0.1462694755
269	0.1462368448
270	0.1461978579
271	0.1461229554
272	0.1460864848
273	0.1460644722
274	0.1458679612
275	0.145847541
276	0.1458073429
277	0.1457718121
278	0.1457289353
279	0.1456782938
280	0.1456406508
281	0.1456233573
282	0.1455924868
283	0.1455708237
284	0.1455513098
285	0.1455340803
286	0.1454915264
287	0.1454781274
288	0.145450821
289	0.1454158145
290	0.1453669712
291	0.1453422502
292	0.1453036663
293	0.1452591109
294	0.1452502747
295	0.1452211418
296	0.145199195
297	0.1451430328
298	0.1451073841
299	0.1450650079
300	0.1450503487
301	0.1450304613
302	0.1449611988
303	0.1449226992
304	0.1448852626
305	0.1448237048
306	0.1447889719
307	0.1447721573
308	0.144659393
309	0.1446315096
310	0.1446025758
311	0.144557208
312	0.1444681644
313	0.1444402722
314	0.144426978
315	0.1443904963
316	0.1443621525
317	0.1442808004
318	0.144273812
319	0.1442443074
320	0.1442144012
321	0.1441934648
322	0.1441588301
323	0.1441439394
324	0.1441220181
325	0.1440830431
326	0.1440384025
327	0.1440016197
328	0.143981379
329	0.1439252673
330	0.1438981307
331	0.1438671139
332	0.1438471995
333	0.1438321065
334	0.1438124967
335	0.1437616118
336	0.1437336115
337	0.1437144124
338	0.1436972257
339	0.1436590948
340	0.1436325833
341	0.1436148403
342	0.1435976559
343	0.1435742247
344	0.1435434199
345	0.1434829874
346	0.1434691911
347	0.1434470919
348	0.1434173083
349	0.1433983878
350	0.1433696958
351	0.1433305324
352	0.1432971146
353	0.1432752737
354	0.1432588962
355	0.1432297717
356	0.1431749655
357	0.1431529192
358	0.1431147362
359	0.1430846851
360	0.14306193
361	0.1430418402
362	0.1430232057
363	0.1429878382
364	0.1429694028
365	0.1429535986
366	0.1429427643
367	0.1428810267
368	0.1428601432
369	0.1428510904
370	0.1428274539
371	0.1427932292
372	0.1427311629
373	0.1427103589
374	0.1426871685
375	0.1426754889
376	0.1426604596
377	0.1426329799
378	0.1426184089
379	0.1425880466
380	0.1425146648
381	0.1424955475
382	0.1424561075
383	0.1424407796
384	0.1424228449
385	0.1424096187
386	0.1423806468
387	0.142361168
388	0.1423455132
389	0.1423041542
390	0.1422766789
391	0.1422527726
392	0.1422416625
393	0.1422261487
394	0.1421961032
395	0.1421706971
396	0.1421160556
397	0.1420963858
398	0.1420320869
399	0.1420086719
400	0.1419897264
401	0.1419668503
402	0.1419366818
403	0.141913125
404	0.1418869295
405	0.1418766455
406	0.1418623886
407	0.141842029
408	0.1418063029
409	0.141784741
410	0.1417625936
411	0.1417388881
412	0.1417346999
413	0.1417164019
414	0.1416889181
415	0.1416765143
416	0.1416524723
417	0.1416327406
418	0.141622311
419	0.1415973618
420	0.1415852276
421	0.1415782689
422	0.1415676125
423	0.1415440617
424	0.1415281962
425	0.1415029365
426	0.1414847741
427	0.1414451009
428	0.14143173
429	0.1414260381
430	0.1413913375
431	0.1413783507
432	0.1413636677
433	0.1413467278
434	0.1413215333
435	0.1412931882
436	0.1412667208
437	0.1412437219
438	0.1412254754
439	0.1412048984
440	0.1411625268
441	0.1411493796
442	0.1411350727
443	0.1411228588
444	0.141105941
445	0.1410941809
446	0.1410719889
447	0.1410519007
448	0.1410280772
449	0.141015281
450	0.1410010325
451	0.1409591488
452	0.1409455182
453	0.1409324546
454	0.1408917226
455	0.1408679813
456	0.1408516099
457	0.1408380697
458	0.140798195
459	0.1407772227
460	0.1407547794
461	0.1407410489
462	0.1407104745
463	0.1406851297
464	0.1406620955
465	0.1406431124
466	0.1406289981
467	0.1406189548
468	0.1406025335
469	0.1405406166
470	0.1405213452
471	0.1404973891
472	0.1404876729
473	0.1404654575
474	0.1404538347
475	0.1404411659
476	0.1403832178
477	0.1403779092
478	0.1403491488
479	0.1403149746
480	0.1403013388
481	0.1402754668
482	0.1402502502
483	0.1402359827
484	0.1402089379
485	0.1402026987
486	0.1401873067
487	0.1401720589
488	0.1401551956
489	0.1401492624
490	0.140132854
491	0.1401096171
492	0.1400948575
493	0.1400741216
494	0.1400545668
495	0.1400453374
496	0.1400110997
497	0.1399957133
498	0.1399852805
499	0.1399683596
500	0.1399485818
501	0.1399342498
502	0.1399260611
503	0.1399147663
504	0.1398920249
505	0.1398719075
506	0.139848628
507	0.1398296242
508	0.139819173
509	0.1398010629
510	0.1397902677
511	0.1397780318
512	0.139769315
513	0.1397569419
514	0.1397418665
515	0.1397332286
516	0.1397101516
517	0.1396964197
518	0.139681575
519	0.1396735457
520	0.1396579001
521	0.1396431626
522	0.1396285034
523	0.1396238783
524	0.1396127796
525	0.1395926846
526	0.1395605166
527	0.1395425735
528	0.1395251867
529	0.1395055329
530	0.139483994
531	0.139460569
532	0.1394467635
533	0.1394237438
534	0.1393964142
535	0.1393751653
536	0.1393596929
537	0.1393268306
538	0.1393062084
539	0.1392845123
540	0.1392692836
541	0.1392322003
542	0.1392247266
543	0.1391952289
544	0.1391793541
545	0.1391532635
546	0.1391315692
547	0.1391099021
548	0.1390861875
549	0.1390797394
550	0.1390686967
551	0.1390563527
552	0.1390362477
553	0.139009339
554	0.1390007533
555	0.1389842178
556	0.1389398363
557	0.1389246062
558	0.1389028098
559	0.1388777471
560	0.138854503
561	0.1388369645
562	0.1388192697
563	0.1387852557
564	0.1387736305
565	0.1387533069
566	0.1387418503
567	0.1387304949
568	0.1387158333
569	0.1386723217
570	0.1386632217
571	0.1386546513
572	0.1386362462
573	0.1386163612
574	0.1386003808
575	0.1385779575
576	0.1385605792
577	0.1385404771
578	0.1385216856
579	0.1384972712
580	0.1384878366
581	0.1384718585
582	0.138461964
583	0.1384462862
584	0.1384392311
585	0.1384242875
586	0.1384168789
587	0.1384002658
588	0.138392239
589	0.1383760241
590	0.1383301448
591	0.1383171461
592	0.1383060421
593	0.1382972044
594	0.1382883734
595	0.1382742152
596	0.1382641795
597	0.1382430115
598	0.1382319175
599	0.1382202286
600	0.138213085
601	0.1381946928
602	0.138187678
603	0.1381674733
604	0.1381459153
605	0.1381325689
606	0.1381160521
607	0.1380867651
608	0.1380743645
609	0.1380648339
610	0.1380411475
611	0.1380301576
612	0.1380179623
613	0.138010025
614	0.1379978923
615	0.1379813332
616	0.1379737293
617	0.1379678741
618	0.137954012
619	0.1379289078
620	0.1379177295
621	0.1379052115
622	0.1378982428
623	0.137885826
624	0.137879754
625	0.1378650948
626	0.1378425749
627	0.1378296454
628	0.1378245552
629	0.1378156299
630	0.1377974507
631	0.1377872281
632	0.1377657104
633	0.1377561348
634	0.1377418205
635	0.1377309057
636	0.137700643
637	0.1376854441
638	0.1376725714
639	0.1376595691
640	0.1376466726
641	0.1376380832
642	0.1376249023
643	0.1375954751
644	0.1375783404
645	0.1375697249
646	0.1375608963
647	0.1375389044
648	0.1375249748
649	0.1375138065
650	0.1374994507
651	0.137493234
652	0.1374598958
653	0.1374439552
654	0.1374245072
655	0.1374148171
656	0.1374019257
657	0.137381003
658	0.137376811
659	0.1373554123
660	0.1373484873
661	0.1373374087
662	0.1373282445
663	0.1373179337
664	0.1373062324
665	0.1372912123
666	0.1372827652
667	0.1372620878
668	0.1372561553
669	0.137231554
670	0.1372244514
671	0.1372166994
672	0.1371964987
673	0.1371878978
674	0.1371803114
675	0.1371219981
676	0.1371125886
677	0.1371030642
678	0.1370870983
679	0.1370689222
680	0.1370525945
681	0.1370461623
682	0.1370392344
683	0.1370302194
684	0.137022227
685	0.1370206774
686	0.1369956239
687	0.1369802758
688	0.1369695037
689	0.1369672269
690	0.1369597815
691	0.1369517675
692	0.1369400771
693	0.1368830612
694	0.1368760702
695	0.136855887
696	0.1368423598
697	0.1368171123
698	0.1367947134
699	0.1367925086
700	0.1367806512
701	0.1367464357
702	0.1367330837
703	0.1367246434
704	0.1367065838
705	0.136696024
706	0.1366794559
707	0.1366709392
708	0.1366512266
709	0.1366323577
710	0.1366087525
711	0.1366035811
712	0.1365791914
713	0.136574328
714	0.1365606451
715	0.1365470541
716	0.1365258798
717	0.1365137964
718	0.1365093292
719	0.1365040889
720	0.1364967969
721	0.1364828988
722	0.1364605687
723	0.136440305
724	0.1364205531
725	0.1364092659
726	0.1363950458
727	0.1363696765
728	0.136353497
729	0.1363392426
730	0.1363342099
731	0.1363236882
732	0.1362979012
733	0.1362886205
734	0.1362782973
735	0.1362633707
736	0.1362559443
737	0.1362418552
738	0.1362297213
739	0.1362162928
740	0.1362015269
741	0.1361939658
742	0.1361808288
743	0.1361657596
744	0.1361553569
745	0.1361456614
746	0.1361344601
747	0.1361251898
748	0.1361101191
749	0.1360980507
750	0.1360766437
751	0.1360716562
752	0.1360530064
753	0.136040395
754	0.1360217499
755	0.1360080518
756	0.1359939404
757	0.1359804154
758	0.1359748454
759	0.1359720727
760	0.1359597042
761	0.1359460182
762	0.1359366318
763	0.1359059836
764	0.1358913
765	0.1358752505
766	0.1358739156
767	0.1358565803
768	0.1358423503
769	0.1358352229
770	0.1358238661
771	0.1358126173
772	0.135805533
773	0.1357902615
774	0.1357790508
775	0.1357683062
776	0.1357563356
777	0.1357482305
778	0.1357267636
779	0.1357135053
780	0.1357121418
781	0.1356980436
782	0.1356908145
783	0.1356815827
784	0.13567532
785	0.1356539865
786	0.1356471703
787	0.1356391311
788	0.1356247462
789	0.1356122689
790	0.1355983515
791	0.1355872651
792	0.1355703114
793	0.1355511559
794	0.1355312547
795	0.1355186838
796	0.1355043204
797	0.1354943355
798	0.1354909076
799	0.1354806175
800	0.1354620667
801	0.1354399047
802	0.135428898
803	0.1354189389
804	0.135407592
805	0.1353866486
806	0.1353713318
807	0.1353655089
808	0.1353466129
809	0.1353391791
810	0.1353287166
811	0.1353129807
812	0.1353017518
813	0.1352802231
814	0.1352531694
815	0.1352449593
816	0.1352339198
817	0.1352248361
818	0.1352184162
819	0.1352083828
820	0.1352036804
821	0.1351950264
822	0.1351873159
823	0.1351745159
824	0.1351627199
825	0.1351531479
826	0.1351411818
827	0.1351365567
828	0.1351254626
829	0.1351144015
830	0.1351033803
831	0.1350847191
832	0.1350721452
833	0.135068065
834	0.1350668097
835	0.1350556061
836	0.1350430398
837	0.1350375279
838	0.135028733
839	0.1350227791
840	0.1350101952
841	0.1350036067
842	0.1349982046
843	0.1349907239
844	0.1349848497
845	0.1349749641
846	0.1349704902
847	0.1349619857
848	0.1349547818
849	0.1349461539
850	0.1349266084
851	0.134914797
852	0.1349041421
853	0.1348809662
854	0.134873442
855	0.1348622843
856	0.1348539055
857	0.1348472627
858	0.1348393314
859	0.1348351593
860	0.1348278701
861	0.1348204592
862	0.1348124866
863	0.134800499
864	0.1347959383
865	0.1347879212
866	0.1347744383
867	0.1347610681
868	0.1347518809
869	0.1347392626
870	0.1347097194
871	0.1346968697
872	0.1346835499
873	0.1346686838
874	0.1346418117
875	0.1346198389
876	0.1346125583
877	0.1346073155
878	0.1346028238
879	0.1345937147
880	0.1345817294
881	0.1345794518
882	0.1345562644
883	0.1345469897
884	0.1345355393
885	0.1345242929
886	0.1345086719
887	0.1345044223
888	0.1344876065
889	0.1344674932
890	0.1344407505
891	0.1344250556
892	0.1344241628
893	0.1344136597
894	0.1343976663
895	0.1343836501
896	0.1343634355
897	0.1343523629
898	0.1343418268
899	0.134339572
900	0.1343153317
901	0.134305926
902	0.1342917987
903	0.1342772278
904	0.1342668994
905	0.1342657805
906	0.1342516186
907	0.1342481922
908	0.134233828
909	0.1342271994
910	0.1342203973
911	0.1342129259
912	0.134210048
913	0.1341966656
914	0.1341870093
915	0.1341779324
916	0.1341651308
917	0.1341592275
918	0.1341571905
919	0.1341440296
920	0.1341363682
921	0.1341258229
922	0.1341093122
923	0.1340899259
924	0.1340765351
925	0.1340650142
926	0.1340559556
927	0.1340337913
928	0.134019612
929	0.134005838
930	0.1339944888
931	0.133987222
932	0.1339609124
933	0.133956298
934	0.1339477131
935	0.1339446323
936	0.1339330877
937	0.1339223891
938	0.133909967
939	0.1338985411
940	0.1338910728
941	0.1338669343
942	0.1338569118
943	0.1338528675
944	0.1338331012
945	0.1338227176
946	0.1338131762
947	0.1338076238
948	0.1337954294
949	0.1337827512
950	0.1337721584
951	0.1337562823
952	0.1337475579
953	0.1337342499
954	0.1337227672
955	0.1337077232
956	0.1336977654
957	0.133688673
958	0.1336799479
959	0.1336728099
960	0.1336640847
961	0.1336528651
962	0.1336482147
963	0.1336449768
964	0.133636388
965	0.1336335731
966	0.1336250748
967	0.1336149986
968	0.1336084592
969	0.1336011824
970	0.1335850041
971	0.1335754161
972	0.133565719
973	0.1335485408
974	0.1335388477
975	0.1335314215
976	0.1335190867
977	0.1335117042
978	0.1335049861
979	0.1334961077
980	0.1334877351
981	0.1334729762
982	0.1334646948
983	0.133449316
984	0.1334398574
985	0.1334312925
986	0.1334195822
987	0.1333867385
988	0.1333758231
989	0.1333677685
990	0.1333566285
991	0.1333499602
992	0.1333375013
993	0.1333328815
994	0.1333238436
995	0.1333205995
996	0.1333110036
997	0.1332969238
998	0.1332937319
999	0.1332873841
